embedding,model,accuracy,precision,recall,f1,kappa,miou,bc,sc,scs,impervi,agricult,forest,wetlands,soil,water
emb_kmeans_minmax_128,WeightedKNN,78.92089260149467,70.14285780776808,61.27215120803762,65.40811162969273,67.71867727052474,51.11920691140449,11.80149821813576,33.94344389378001,22.872471055957885,25.957529331886008,47.70384554011562,75.33482489667232,19.418483904364393,58.668668431996096,79.63188936339249
emb_kmeans_minmax_128,HoeffdingTree,64.81868211250772,46.18289466847856,42.690518379852165,44.36808818419722,44.24046379220203,32.211633972494276,6.553150446087855,20.31993967876277,13.436545062425312,8.995797959000946,9.94844688070675,61.85969265246906,5.293902884245003,39.48326253001016,67.68870092853373
emb_kmeans_minmax_128,HoeffdingAdaptiveTree,54.07839377262916,41.77574555563212,48.53477767445895,44.90233142734781,32.924129399537925,27.776156606371423,5.759533858737564,19.158396189450503,12.458965024094034,15.526749265911509,17.214932980928545,53.317084929155165,6.138359814461523,25.27168519253359,49.18812745523824
emb_kmeans_minmax_128,EFDT,66.78399901931168,51.82115280766886,46.04602754066442,48.763195606085254,47.382193459436806,35.26142866771072,6.848915431080648,22.872471954148367,14.860693692614507,13.54965082608282,14.766813282740232,63.236891875574194,7.848101265789671,40.977749084468776,71.18936567160858
emb_kmeans_minmax_128,NaiveBayes,38.18292464023186,36.92695873819211,47.18814579034624,41.43167204745525,24.03647519069527,18.960395822576984,4.6540576051995695,9.803943565271195,7.229000585235383,9.602737360893784,15.304644564804615,42.78036516506262,2.6061427280927703,9.766801113445185,33.701684003162924
emb_kmeans_minmax_128,Majority,47.53405046166778,,16.666666666666664,,0.0,7.92234174361095,0.0,6.1022047294428,3.0511023647214,0.0,0.0,47.5340504616657,0.0,0.0,0.0
emb_kmeans_minmax_256,KNN,79.34644128347584,68.64636910802412,66.70059392739057,67.65949508990484,68.91986420053091,53.89579861053328,11.754169240269354,37.408782921685834,24.581476080977595,26.54161603886198,51.10469533503994,76.14510517411375,28.426862925352225,59.29487567671596,81.86163651311583
emb_kmeans_minmax_256,WeightedKNN,79.1945221552377,70.6054938782853,61.724728918734016,65.86711452145546,68.17283269595642,51.56141895611815,12.050082081686703,34.451257529265725,23.250669805476218,26.179176755422585,48.5845740941758,75.67268073416815,20.16718913260101,59.044364565097304,79.72052845524405
emb_kmeans_minmax_256,HoeffdingTree,63.93781385309815,45.376481825771165,42.78010586414157,44.040059787180454,43.31226341600785,31.567936580836975,6.31062569418617,20.476198682858183,13.393412188522175,10.364654259335476,7.798648143742468,61.72881610269071,5.528846153831387,39.23159948523816,64.75505534018365
emb_kmeans_minmax_256,HoeffdingAdaptiveTree,55.468431905643776,43.18350873181983,50.17652596129521,46.418115719525744,35.17086021466907,29.157672233528103,5.727051694946889,17.98119521103637,11.85412345299163,15.633208099206824,22.222485375264142,55.56630577718046,6.9035276267456025,23.46588364106611,51.15462288170553
emb_kmeans_minmax_256,EFDT,68.41789581062207,53.495519937022095,50.79574890050921,52.1106901529089,51.359876375693695,38.291958930977515,7.047843021972948,24.49362016463891,15.770731593305928,16.60706622799556,24.32490553284866,65.13656299840046,10.909090909045831,43.91397945911514,68.86014845845946
emb_kmeans_minmax_256,NaiveBayes,37.52358686753265,37.00524876015512,46.69029466299951,41.287406665221376,23.53042894679141,18.54647748629216,4.68703752067473,9.721569926448332,7.204303723561531,9.487155708057514,15.234882964886372,42.738068711673165,2.3509933774824705,8.141552314992882,33.32621184066056
emb_kmeans_minmax_256,Majority,47.53405046166778,,16.666666666666664,,0.0,7.92234174361095,0.0,6.1022047294428,3.0511023647214,0.0,0.0,47.5340504616657,0.0,0.0,0.0
emb_kmeans_minmax_64,KNN,78.19675935046911,67.10035088052176,64.98976156685545,66.0281942982635,67.16955300552753,52.12277122944339,11.012114107070923,35.912180932897215,23.46214751998407,24.95151424733332,48.32212759598138,74.94740172426837,26.330275229237017,57.74009260929007,80.44521597055017
emb_kmeans_minmax_64,WeightedKNN,78.31365389582814,68.99943414469396,60.21986928642641,64.3113961258231,66.75190243403293,49.99604054203196,11.47696541253227,33.086752942771156,22.28185917765171,24.885999805932972,46.238783173154,74.74677236167516,17.93814432980444,57.812132335632526,78.35441124599267
emb_kmeans_minmax_64,HoeffdingTree,65.02751618792439,46.38995650361623,42.903988451224585,44.57892769975692,44.60195426681296,32.17563073420862,6.529127660841824,18.979938177320356,12.75453291908109,8.998045834065554,7.649413294102955,62.10457313158061,6.197087707395201,40.435491505807555,67.6691729322998
emb_kmeans_minmax_64,HoeffdingAdaptiveTree,54.86907373112503,41.324177015847226,44.2446397875343,42.7345707206322,32.290614157384866,26.709800203761908,5.0412670086988705,18.917755647627096,11.979511328162983,15.182316266761692,19.603638054875823,54.14725794434555,5.4666263968507,24.635074200563388,41.223888359174296
emb_kmeans_minmax_64,EFDT,67.2542040444637,51.411772645387835,47.319647975642205,49.280907092818914,48.83139030503262,35.99620649680075,6.685601551072029,23.617193241855464,15.151397396463748,13.02275901732559,17.96028880865847,63.58161164900069,8.704061895517585,43.06837569447011,69.64014191583207
emb_kmeans_minmax_64,NaiveBayes,37.27666355823494,36.260677781072374,45.916753595581845,40.52140786077896,22.977825734260175,17.96504055905163,4.592269679372292,9.709987919019133,7.151128799195712,9.468779123950068,15.005796141422746,42.55762458430695,2.435986159168426,7.424183598635747,30.897873746825848
emb_kmeans_minmax_64,Majority,47.53405046166778,,16.666666666666664,,0.0,7.92234174361095,0.0,6.1022047294428,3.0511023647214,0.0,0.0,47.5340504616657,0.0,0.0,0.0
emb_kmeans_quantile_128,KNN,78.89462416433534,68.00786192580408,66.0374827921272,67.0081907149421,68.2308282499686,53.20717143801771,11.499597423508153,37.19260743766205,24.3461024305851,25.939311798790797,49.944117202824366,75.62497515996378,27.426739926614346,58.71380072730078,81.59408381261215
emb_kmeans_quantile_128,WeightedKNN,78.97561851224329,70.35570040543396,61.62512926656775,65.70164989718272,67.8243703472984,51.379485211036005,11.855469699175815,34.08181311008903,22.96864140463242,26.20862684548276,47.910090865599265,75.41359936500433,20.498183705134934,58.74425148071705,79.50215900427762
emb_kmeans_quantile_128,HoeffdingTree,63.77538734999628,45.06693763485217,43.793551108418974,44.421120444518834,43.80279078012136,32.25237361231419,6.678171739356643,19.770947975571517,13.22455985746408,9.52704744635122,8.92700800933593,61.06143680584415,6.382978723387893,40.34142861448707,67.2743420744789
emb_kmeans_quantile_128,HoeffdingAdaptiveTree,54.522768167907856,42.6209460053248,49.912818035551425,45.97957393210771,34.165387577279404,28.303444233339924,5.355951469025013,18.196494560620614,11.776223014822811,15.504474921120496,20.737710766006153,54.9155072304958,6.212896622306844,23.75515460725623,48.69492125285405
emb_kmeans_quantile_128,EFDT,67.52214210348889,50.65242965472944,46.60583689761522,48.54495064819429,49.1572210698091,35.494220452144795,7.083354369666098,23.473314734006568,15.278334551836332,10.496543054673165,15.745227017482511,64.26532876511145,9.282700421905323,43.932506439807355,69.24301701388897
emb_kmeans_quantile_128,NaiveBayes,36.07356913633757,37.177151823482966,47.62511829881998,41.757520194990846,22.72030625941316,18.20998789836844,4.613753458243525,9.546989491631749,7.080371474937637,10.510881854153034,15.815416885157171,39.64563497384675,2.276027420388925,7.790115643517664,33.22185061314708
emb_kmeans_quantile_128,Majority,47.53405046166778,,16.666666666666664,,0.0,7.92234174361095,0.0,6.1022047294428,3.0511023647214,0.0,0.0,47.5340504616657,0.0,0.0,0.0
emb_kmeans_quantile_256,KNN,79.37883902263901,68.6521451293849,66.79432942527222,67.71049615873615,68.97900318190948,53.95102133946105,11.800833966679992,37.61138299673303,24.706108481706508,26.528301886772432,51.16208415614426,76.19165482330165,28.485964104792977,59.364844545756014,81.97327851999898
emb_kmeans_quantile_256,WeightedKNN,79.34074978875798,70.72417205504496,62.1281478334942,66.14806306015238,68.40785239096274,51.89280645398191,11.936892727448246,34.386300398203254,23.16159656282575,26.61842739987784,48.82529927659918,75.83770942735092,20.92180217493049,59.28172083766947,79.87187960746358
emb_kmeans_quantile_256,HoeffdingTree,63.60902058132052,45.331115255839194,44.99260363425825,45.16122511488963,43.23027849740778,32.427319593045176,6.3297310473703865,20.810767155350067,13.570249101360227,11.06659661105276,11.630953494896715,62.02896602708007,6.603560964600849,36.70397269961309,66.52986776102757
emb_kmeans_quantile_256,HoeffdingAdaptiveTree,55.07134069725189,42.71764012315313,50.527017039727475,46.295305191142496,34.52418496424198,28.824574700821714,5.794942460242847,20.94057748103455,13.367759970638698,16.489748436812384,21.003082760251125,55.530270094012856,6.2684015575968575,22.76218629791058,50.893759058346475
emb_kmeans_quantile_256,EFDT,67.65260867471356,50.83614729776783,47.52355010374388,49.12406721474201,49.46972472127049,36.1142501404265,6.785252703896541,22.993829843374293,14.889541273635416,9.550321199135288,18.77124432160527,64.14980095208483,10.108917631007118,43.82494664348569,70.28027009524082
